,Index,Highest Charting Position,Number of Times Charted,Song Name,Artist,Artist Followers,Song ID,Duration (ms)
964,965,74,31,Wow.,Post Malone,33663701,7xQAfvXzm3AkraOtGPWIZg,149547
965,966,13,3,mirrorball,Taylor Swift,42227614,0ZNU020wNYvgW84iljPkPP,208978
966,967,15,3,seven,Taylor Swift,42227614,6KJqZcs9XDgVck7Lg9QOTC,208907
967,968,18,3,this is me trying,Taylor Swift,42227614,7kt9e9LFSpN1zQtYEl19o1,195097
968,969,24,3,betty,Taylor Swift,42227614,5kI4eCXXzyuIUXjQra0Cxi,294521
969,970,157,1,BLIND (feat. Young Thug),DaBaby,7601122,2T5NBwKRySiCR78vVk08vr,153467
970,971,20,3,illicit affairs,Taylor Swift,42227614,2NmsngXHeC1GQ9wWrzhOMf,190898
971,972,170,1,Freak,Doja Cat,8671649,3aA6xB0tOilDDX17fIJ0Bl,284480
972,973,180,1,PUNANI,6ix9ine,6514102,41xKiK40e7MFu1bqcGSz1d,115255
973,974,50,6,Bläulich,Apache 207,1674348,2WRTnY0slmFgWcrmEr8dPj,196213
974,975,170,5,Never Let Me Down,"VIZE, Tom Gregory",141016,3bXiWZWR3CoZbhcsqfsMNa,153149
975,976,16,20,Savage,Megan Thee Stallion,4794212,55CHeLEfn5iJ0IIkgaa4si,155497
976,977,29,2,mad woman,Taylor Swift,42227614,2QDyYdZyhlP2fp79KZX8Bi,237258
977,978,33,2,epiphany,Taylor Swift,42227614,08fa9LFcFBTcilB3iq2e2A,289749
978,979,41,2,peace,Taylor Swift,42227614,7MbT4I8qGntX4fMdqMQgke,234000
979,980,140,1,Move Ya Hips (feat. Nicki Minaj & MadeinTYO),A$AP Ferg,3037935,13v5IXnvO2BccWwOx5rb4s,144973
980,981,141,1,Sie ruft,Apache 207,1674348,4CyCHkhRsDXUeP5K4Y3xjU,152013
981,982,144,1,Tilidin Weg,Bonez MC,1683006,7idxewQZ24F0gQy2EWE6Ug,180950
982,983,149,1,Over Your Head,"Future, Lil Uzi Vert",10491105,0Tcw8w9pvPrZoORgxsNASW,186843
983,984,47,2,hoax,Taylor Swift,42227614,6MWoRt97mnSTXZhu3ggi9C,220043
984,985,25,4,Blood On My Jeans,Juice WRLD,19102888,0fCwrjKfWxF3xQhZrYUw4T,154767
985,986,171,1,Narrow Road (feat. Lil Baby),NLE Choppa,3372385,3GZd1aDsgKL71Kt3VIp0hc,240297
986,987,26,20,Amarillo,J Balvin,29067437,6zEgnpM0qYmHLDnh8WPejL,157733
987,988,179,3,Singapur,"El Alfa, Chael Produciendo",1779640,4QfZYDhGZc0T2RDvGiI69E,178407
988,989,42,24,Tattoo,Rauw Alejandro,6096559,4ZRrLHqzhGRXYj2qcB4s5S,222680
989,990,86,5,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",Ty Dolla $ign,3866304,3Q5cLvkKsHJvYltf8k7HkO,231618
990,991,33,30,Morado,J Balvin,29067437,3mQ6SLdxxaL52Yte7KF2Ks,200667
991,992,101,22,ocean eyes,Billie Eilish,1251372,6pFTDHGJtKOxrQ85xRZ8Ue,200387
992,993,82,1,Lion King On Ice,J. Cole,14103694,1ZvBVbsaNqHEP6ymXaPGlj,210587
993,994,147,1,Andere Welt,"Capital Bra, Clueso, KC Rebell",4093115,5PAAUJTKLT0nCmHUlLdPXb,189686
994,995,163,1,TELL ME WHY,The Kid LAROI,2238190,3jlxX3VXPiY3lvBBbppQD3,195268
995,996,37,3,Stay High,Juice WRLD,19102888,21CkzgKCBCq5V4XKjiGSIj,168685
996,997,161,2,What Makes You Beautiful,One Direction,22536304,4cluDES4hQEUhmXj6TXkSo,199987
997,998,174,1,Shit Changed,"Ufo361, Sonus030",1700759,6du77YHyGWoFjbuHCFBHU3,183839
998,999,35,6,Tell Me U Luv Me (with Trippie Redd),Juice WRLD,19102888,5JAYDuLRkODlVt6dgoalKk,180129
999,1000,27,3,Bad Energy,Juice WRLD,19102888,7d94IqWX2UmSKMGUYSGFJG,186749
1000,1001,24,3,Titanic,Juice WRLD,19102888,1YM6c2sxbf2Jacl9IFgn4I,176650
1001,1002,31,20,Skechers,DripReport,92356,2alc8VZAzDgdAsL2QMk3hu,106000
1002,1003,47,7,The Bigger Picture,Lil Baby,7816213,44gRhRi2OhEf7moAUj6MD1,252729
1003,1004,195,1,Story of My Life,One Direction,22536304,4nVBt6MZDDP6tRVdQTgxJg,245493
1004,1005,196,1,Hit My Line,Logic,5449291,24FR8mXTaiGZPrxnkf1kcP,265191
1005,1006,10,2,Party Girl (Remix),"StaySolidRocky, Lil Uzi Vert",150587,0XkmeG97T4mtYlWRJcrxec,147673
1006,1007,43,2,Up Up And Away,Juice WRLD,19102888,7pbg3ABlAZv2NiIdKbBBFm,147548
1007,1008,46,2,Man Of The Year,Juice WRLD,19102888,7AvprzMsRJpybaalckaT8c,136408
1008,1009,36,2,Fighting Demons,Juice WRLD,19102888,0440JCJyIAmINA8KcYgFb5,200629
1009,1010,49,2,Can't Die,Juice WRLD,19102888,4PPLJAEYBSOcnzr9TZoqf9,182922
1010,1011,44,2,Screw Juice,Juice WRLD,19102888,4F6YLjakjqWFTgC5qfEwPQ,179464
1011,1012,129,4,Past Life (with Selena Gomez),Trevor Daniel,632097,7MN8RYSofZsFROBlEOAzXq,186480
1012,1013,45,2,I Want It,Juice WRLD,19102888,2SVx3uds6jTWALFxevIWMA,173114
1013,1014,56,30,Ransom,Lil Tecca,4022792,1lOe9qE0vR9zwWQAOk6CoO,131240
1014,1015,49,23,Diosa,Myke Towers,6161098,3JHpk0DOTOzyh0777JFAky,214013
1015,1016,169,1,Never Know (feat. SHIRIN DAVID),Luciano,942380,5Hkj1XjMJv5QCGc9NwZm6z,196933
1016,1017,5,21,La Difícil,Bad Bunny,36177712,6NfrH0ANGmgBXyxgV2PeXt,163084
1017,1018,20,6,TROLLZ (with Nicki Minaj),6ix9ine,6514102,3dVvWnj4D8JGkKvo6Hucso,202667
1018,1019,44,30,Old Town Road - Remix,"Lil Nas X, Billy Ray Cyrus",5488666,2YpeDb67231RjR0MgVLzsG,157067
1019,1020,67,2,The Adventures of Moon Man & Slim Shady (with Eminem),Kid Cudi,5002317,38iBrrbbXyWaSPkmuDNgjZ,264834
1020,1021,25,30,China,"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin",18306226,2ksOAxtIxY8yElEWw8RhgK,301714
1021,1022,29,30,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",3600989,5stPVcRqb4qixbafP9e8lt,249520
1022,1023,6,23,Ignorantes,"Bad Bunny, Sech",36177712,3wYRLYuO1M88d8woWUIxct,210607
1023,1024,2,29,Yummy,Justin Bieber,48544923,41L3O37CECZt3N7ziG2z7l,210427
1024,1025,29,28,High Fashion (feat. Mustard),Roddy Ricch,6608815,07KXEDMj78x68D884wgVEm,220487
1025,1026,69,19,Like That (feat. Gucci Mane),Doja Cat,8671649,4EivmOT13NMpNSfTKn9p4s,163173
1026,1027,132,7,Goodbyes (feat. Young Thug),Post Malone,33663701,0t3ZvGKlmYmVsDzBJAXK8C,174853
1027,1028,23,30,BOP,DaBaby,7601122,6Ozh9Ok6h4Oi1wUSLtBseN,159715
1028,1029,21,30,Sigues Con El,"Dímelo Flow, Arcangel, Sech",231580,7sQKy5vlPQllr0k9IjYJv3,226533
1029,1030,78,1,Anxiety - Intro,Juice WRLD,19102888,02XcRGWPkvomFvzTamEKHg,70395
1030,1031,112,1,Juice WRLD Speaks From Heaven - Outro,Juice WRLD,19102888,1OjiYjgPZyxS0AiXiSnuYI,30583
1031,1032,113,1,"The Man, The Myth, The Legend - Interlude",Juice WRLD,19102888,4sjdZEEQvR1sXrRNSuBfbA,136545
1032,1033,129,1,Tiefschwarz (feat. Samra),Kontra K,1818624,7jMMoHhgq6iwVT5ykyxsJt,189739
1033,1034,57,3,Wash Us In The Blood,"Kanye West, Travis Scott",14624703,7mEUjhl6aTztdHCrxoTgBG,189827
1034,1035,53,2,Gangstas,Pop Smoke,6852509,1hg3RlqFZXJb5YgRoK9qmF,160000
1035,1036,164,1,Monster,Red Velvet - IRENE & SEULGI,383695,6c1QaQHdDhtFMfUkhueuXK,178413
1036,1037,139,2,YAYA,6ix9ine,6514102,6EfBMJQwe2xLgldra6DaYp,149857
1037,1038,174,2,Narcos,Anuel AA,18306226,7mcdgAXmb35dakBnfDIv3q,259250
1038,1039,105,13,This City,Sam Fischer,122883,3H3r2nKWa3Yk5gt8xgmsEt,194853
1039,1040,64,2,Make It Rain (feat. Rowdy Rebel),Pop Smoke,6852509,71d7LaAgPcNcUopu3OzmP7,202443
1040,1041,46,29,Lalala,"Y2K, bbno$",268766,51Fjme0JiitpyXKuyQiCDo,160627
1041,1042,79,2,Something Special,Pop Smoke,6852509,5kkaSMcf4BFlhRRICCKZb6,158466
1042,1043,58,1,Aim For The Moon (feat. Quavo),Pop Smoke,6852509,6O7fPYTsb2mY0PiFt2ymDB,175756
1043,1044,63,1,44 BullDog,Pop Smoke,6852509,7sjFIZ1g5QLJLGja3k592K,150857
1044,1045,88,1,Creature (feat. Swae Lee),Pop Smoke,6852509,3eV2WT9YhfzkxbufnBF8wK,202816
1045,1046,95,1,Yea Yea,Pop Smoke,6852509,0bjgQ24UZGwKikldIyEOgf,185804
1046,1047,100,1,Enjoy Yourself (feat. Karol G),Pop Smoke,6852509,3NWrHCwvyII4fTx05PN3IO,197938
1047,1048,114,1,Bad Bitch From Tokyo (Intro),Pop Smoke,6852509,4OGIeHtYhRTJ8iW21UUyZW,48000
1048,1049,117,1,Snitching (feat. Quavo & Future),Pop Smoke,6852509,2FhEj9lvEIaJihjFprRrGt,259346
1049,1050,121,1,West Coast Shit (feat. Tyga & Quavo),Pop Smoke,6852509,1JDhNQ0oOT7XpclZn3aQ8F,192000
1050,1051,72,8,Deep End Freestyle,"Sleepy Hallow, Fousheé",411262,2AlYncTpVHKwHb55F9lF6O,115200
1051,1052,56,4,Tommy Lee (feat. Post Malone),Tyla Yaweh,359133,5QZKcQDp0tCcvMdyqEciBV,224638
1052,1053,158,1,Tunnel Vision (Outro),Pop Smoke,6852509,2SxR5RitJdsG6wINvJLBSD,132587
1053,1054,7,19,Si Veo a Tu Mamá,Bad Bunny,36177712,41wtwzCZkXwpnakmwJ239F,170972
1054,1055,177,2,Prospect (ft. Lil Baby),iann dior,1276292,4iHSE5R1U8jf84tRn52xRt,226314
1055,1056,55,28,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",2435159,4R8BJggjosTswLxtkw8V7P,309120
1056,1057,189,1,El Manual,Anuel AA,18306226,7kOf0qHO4Rcwk6QJifZDRJ,210624
1057,1058,181,8,Thunder,Imagine Dragons,35299488,1zB4vmk8tFRmM9UULNzbLB,187147
1058,1059,158,9,El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",6096559,74j34STf8L6uADnTN69ohv,289899
1059,1060,122,27,Better Now,Post Malone,33663701,7dt6x5M1jzdTEt8oCbisTK,231267
1060,1061,185,2,Don't Stop Believin',Journey,3731820,4bHsxqR3GMrXTxEPLuK5ue,250987
1061,1062,90,2,BLACK PARADE,Beyoncé,28335112,2qzUpSVI4NnPyWxbXwumTj,281273
1062,1063,123,1,XXL,"Miksu / Macloud, Summer Cem, Luciano, Jamule",30683,0p3euGPg5LgFeQGC7bBFuR,166173
1063,1064,70,14,Salt,Ava Max,1251372,2o2p9xH3bkSDLcp6phIF4J,180283
1064,1065,52,7,Daisies,Katy Perry,18936929,4uqh9bualXNHXXwO2wPorc,173124
1065,1066,142,3,Emotionally Scarred,Lil Baby,7816213,7ge7BHazYbVKi8qyZUX1Bm,197530
1066,1067,32,16,Myron,Lil Uzi Vert,11821805,56uXDJRCuoS7abX3SkzHKQ,224955
1067,1068,67,5,MORE & MORE,TWICE,9998991,3omvXShuRPM3zbDpWYqf5g,199653
1068,1069,166,1,Girls in the Hood,Megan Thee Stallion,4794212,6WbTTAGKrQtCQvmc5BuYfh,154324
1069,1070,169,1,Parasite Eve,Bring Me The Horizon,3912138,5OxclJsdFESni44YlpNpkR,291813
1070,1071,78,27,Sucker,Jonas Brothers,5436999,22vgEDb5hykfaTwLuskFGD,181027
1071,1072,147,27,I Like Me Better,Lauv,4442273,2P91MQbaiQOfbiz9VqhqKQ,197437
1072,1073,116,21,High Hopes,Panic! At The Disco,10850424,1rqqCSm0Qe4I9rUvWncaom,190947
1073,1074,88,27,Money In The Grave (Drake ft. Rick Ross),Drake,56327031,5ry2OE6R2zPQFDO85XkgRb,205427
1074,1075,25,9,Say So (feat. Nicki Minaj),Doja Cat,8671649,11VApNQCWLJdzxWrlmwzUa,206221
1075,1076,189,1,Karaoke,"Boomdabash, Alessandra Amoroso",1251372,3n6TeHSnNhDe991nJS2S90,156493
1076,1077,36,21,Know Your Worth,"Khalid, Disclosure",14190858,0TrPqhAMoaKUFLR7iYDokf,181436
1077,1078,26,27,No Idea,Don Toliver,1606884,7AzlLxHn24DxjgQX73F9fU,154424
1078,1079,145,7,Airwaves,Pashanim,208926,5CqkgDH8QZjSqqI3HmYxDD,178933
1079,1080,196,1,Kill This Love,BLACKPINK,23848461,6hvczQ05jc1yGlp9zhb95V,191050
1080,1081,68,24,Lights Up,Harry Styles,16127908,4jAIqgrPjKLTY9Gbez25Qb,172213
1081,1082,14,27,Lose You To Love Me,Selena Gomez,28931149,4l0Mvzj72xxOpRrp6h8nHi,206459
1082,1083,94,18,Girls Like You (feat. Cardi B),Maroon 5,32279979,6V1bu6o1Yo5ZXnsCJU8Ovk,235545
1083,1084,47,8,PA' ROMPERLA,"Bad Bunny, Don Omar",36177712,5XqCz18k96K8tx6DAYM97i,194200
1084,1085,83,1,VACATION,Tyga,6298789,6q2uIyLqASSpv2SIv2ehWK,192936
1085,1086,86,1,Big Body Benz,Bonez MC,1683006,2WOJ7D52Ng3myrKlEf4Azj,148284
1086,1087,104,1,Ich weiß nicht mal wie sie heißt,"Capital Bra, Bozza",4093115,4KfL3Ne8bc9bC2PUB8QGwA,168750
1087,1088,101,4,Fútbol & Rumba (feat. Enrique Iglesias),Anuel AA,18306226,2hDe0Ls5mVqs1XJqv7sbcM,221429
1088,1089,131,1,Bleed,A Boogie Wit da Hoodie,5865895,5XzombolzpiaOSTdj1W0VS,176959
1089,1090,134,1,Snow On Tha Bluff,J. Cole,14103694,1oOEkBNp4zWnkD7nWjJdog,235480
1090,1091,113,2,Djomb - Bien ou quoi,Bosh,300500,0KBwGCY9RYD9t2zjeW4h48,141893
1091,1092,84,15,In Your Eyes (feat. Alida),"Alida, Robin Schulz",2786366,61ZM92T2zaXIVsqncThQzC,208222
1092,1093,13,14,Stupid Love,Lady Gaga,1251372,1zPwSOUc5MPtPg8EgXAGKU,193533
1093,1094,93,2,Shotta Flow 5,NLE Choppa,3372385,1orjH4IkSH9VrWmRCToKV8,145167
1094,1095,145,5,IDK You Yet,Alexander 23,207170,0j1Ia2lQWrcXrQZI4AdJlk,184638
1095,1096,75,25,Piece Of Your Heart,"MEDUZA, Goodboys",441714,1DFD5Fotzgn6yYXkYsKiGs,152913
1096,1097,129,4,Na Raba Toma Tapão,Niack,352402,0AGS6ZRgzobrazmCi6pYMe,165231
1097,1098,14,17,La Santa,"Bad Bunny, Daddy Yankee",36177712,69vlMrzHwATKzupwNcUPyK,206420
1098,1099,125,15,Make You Mine,PUBLIC,165504,5iFwAOB2TFkPJk8sMlxP8g,232907
1099,1100,76,1,ROCKSTAR (feat. Roddy Ricch) - BLM REMIX,DaBaby,7601122,4Aykm3xrOFSHrAnv80KUhh,204547
1100,1101,97,1,Make It Rain,"Pop Smoke, Rowdy Rebel",6852509,4TgHt7vKCimpywaiKfl0uj,204000
1101,1102,139,1,M' Manc (con Geolier & Sfera Ebbasta),Shablo,40045,0MLu1cFYL4ikdRTdasCQT9,180000
1102,1103,143,1,Emotions 2.0,"Ufo361, CÉLINE",1700759,3yZCjDTxzZxx1kll1sRjGc,146028
1103,1104,21,15,P2,Lil Uzi Vert,11821805,3kW4z2pIj5VY5fLjBrMRL5,234627
1104,1105,79,11,Selfish,Madison Beer,3370013,4PV0uE5pZSh44E3NqNNDEH,223270
1105,1106,154,6,Surrender,Natalie Taylor,120208,0ecC8p17cDNlxHXkuYqeR6,183103
1106,1107,86,6,Turks (with Gunna & ft. Travis Scott),NAV,2613211,7IMwEtpAiJanqF6vQteZN2,161320
1107,1108,48,6,BYE ME FUI,Bad Bunny,36177712,0FktnzDqjClqU6iqOZVEs2,178000
1108,1109,15,25,Vete,Bad Bunny,36177712,5DxXgozhkPLgrbKFY91w0c,192024
1109,1110,43,12,Like It Is,"Kygo, Zara Larsson, Tyga",7593792,3frUvGrmGcay91lvFbOgsN,183067
1110,1111,15,24,My Oh My (feat. DaBaby),Camila Cabello,22698747,3yOlyBJuViE2YSGn3nVE1K,170746
1111,1112,161,19,Let Me Down Slowly,Alec Benjamin,2808285,2qxmye6gAegTMjLKEBoR3d,169354
1112,1113,22,12,BELIEVE IT,"PARTYNEXTDOOR, Rihanna",3129968,4HDCLYli2SUdkq9OjmvhSD,183219
1113,1114,86,1,Boot,Apache 207,1674348,12KENAKQY5JvAsRURN7TzB,193360
1114,1115,134,1,Riot,XXXTENTACION,29566516,4aOOExMBUyxKnEYb39SrTg,78681
1115,1116,139,1,VALLA NEIN (feat. Luciano),"KC Rebell, Summer Cem",1101597,2rxxXYtTIFKyrhJpofeoIX,182040
1116,1117,27,8,I’m Ready (with Demi Lovato),Sam Smith,17097317,1fipvP2zmef6vN2IwXfJhY,200838
1117,1118,63,2,This Is America,Childish Gambino,8099554,0b9oOr2ZgvyQu88wzixux9,225773
1118,1119,33,24,Fantasias,"Rauw Alejandro, Farruko",6096559,6mAN61JH0dzyZpWslS11jy,199711
1119,1120,60,5,BAD CON NICKY,"Bad Bunny, Nicky Jam",36177712,5bmSver2b3ZXyuyLKtgnFI,202240
1120,1121,145,17,If I Can't Have You,Shawn Mendes,33893352,6LsAAHotRLMOHfCsSfYCsz,190800
1121,1122,27,21,What A Man Gotta Do,Jonas Brothers,5436999,4wNIkl5XGiAACjFBlDWuSd,180645
1122,1123,50,23,Callaita,"Bad Bunny, Tainy",36177712,2TH65lNHgvLxCKXM3apjxI,250534
1123,1124,51,4,Solitaires (feat. Travis Scott),Future,10491105,4kfeRwpq5KUaqTkgi4TbDF,205666
1124,1125,137,10,XO Tour Llif3,Lil Uzi Vert,11821805,7GX5flRQZVHRAGd6B4TmDO,182707
1125,1126,189,5,changes,XXXTENTACION,29566516,7AFASza1mXqntmGtbxXprO,121887
1126,1127,66,11,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,6332535,4S2uhQE8L9V6p7rj7SiauJ,225857
1127,1128,30,9,Level of Concern,Twenty One Pilots,20829526,6xZ4Q2k2ompmDppyeESIY8,220051
1128,1129,53,1,Alice,Lady Gaga,18585963,41A89rj3GoMG6ktN37L7PG,177600
1129,1130,58,1,Free Woman,Lady Gaga,18585963,4L6ihclQPu1hqP9r3WNJjQ,191467
1130,1131,74,1,Fun Tonight,Lady Gaga,18585963,6hyQVqfHFvsJDjcmj4qrHf,173427
1131,1132,75,1,Sine From Above (with Elton John),Lady Gaga,18585963,0zzsyWc45eUcSjw4FNHxeN,244880
1132,1133,77,1,Enigma,Lady Gaga,18585963,7JDbfYUHjDzQPFSDh5lzGs,179760
1133,1134,79,1,Replay,Lady Gaga,18585963,7sKbyYeJnITO1Eh9xd0lKd,186653
1134,1135,80,1,Plastic Doll,Lady Gaga,18585963,3CidPLqWXqgesJlwYVJZdy,221667
1135,1136,87,1,Chromatica II,Lady Gaga,18585963,0oQc0F6KUE7QY7k5TU6bic,41867
1136,1137,91,1,Babylon,Lady Gaga,18585963,5DttNeiizFqWUON9hZBqTY,161733
1137,1138,93,1,Chromatica I,Lady Gaga,18585963,0oQc0F6KUE7QY7k5TU6bic,41867
1138,1139,106,1,1000 Doves,Lady Gaga,18585963,62hTXlVQacy3pjBW4ntRPl,215480
1139,1140,114,1,Broken Glass,"Kygo, Kim Petras",7593792,78ldtCaBRJVp2i91B715L0,203947
1140,1141,131,1,In meinem Benz,"AK AUSSERKONTROLLE, Bonez MC", , , 
1141,1142,180,1,FLY,"KC Rebell, Summer Cem",1101597,1WoM4mof0Nl1xPtwf6h6ow,174893
1142,1143,183,1,SKRR,"KALIM, Ufo361",218931,2J0adlQth373uw9y0yqWAz,119040
1143,1144,188,1,"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)",Lil Yachty,7358720,0gO3E51A3fqp0ypJ26QbVP,232839
1144,1145,190,1,Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,7358720,7wsmIIm0xWmtP7TmACXkJn,206702
1145,1146,78,2,Roadrunner,Bonez MC,1683006,0atjNG0rNW2m6zPaiK4Co7,149028
1146,1147,99,2,Freedom,"Kygo, Zak Abel",7593792,5Gj1wG8b12VQdEd3hUuSwo,198635
1147,1148,45,4,Fame,Apache 207,1674348,3goH7O78TLkV9RhCAyM4AT,173761
1148,1149,55,1,Daechwita,Agust D,5564366,0H4ugk6rhnXmTl47ayy9O5,225668
1149,1150,83,1,COOLER THAN A BITCH (feat. Roddy Ricch),Gunna,3337982,5LHHKZOwV8XW4LJP2C64mw,197000
1150,1151,90,1,In Your Eyes (with Doja Cat) - Remix,The Weeknd,35340069,0UnTaVkntyh3vqvLEvbpQx,237912
1151,1152,92,1,WUNNA,Gunna,3337982,0y7Ao3CVJsyKFmqdjutiIF,158240
1152,1153,123,1,Komm Komm,Capital Bra,4093115,3US6RbELvvrPw3DcvtJmis,160667
1153,1154,139,1,TOP FLOOR (feat. Travis Scott),Gunna,3337982,4YhJ3a6kBPGJWX4Ek77sDd,169907
1154,1155,54,22,Goodbyes (Feat. Young Thug),Post Malone,33663701,0t3ZvGKlmYmVsDzBJAXK8C,174853
1155,1156,59,3,CANCIÓN CON YANDEL,"Yandel, Bad Bunny",36177712,3pm4XtcsRIFFtH2UErk62R,209180
1156,1157,92,2,X (with KAROL G),Jonas Brothers,5436999,77fvnWALKJR0ws1VUx09CY,185277
1157,1158,56,3,MÁS DE UNA CITA,"Bad Bunny, Zion & Lennox",36177712,4EJHKSnHENfjOxXWryyNtL,183520
1158,1159,159,1,Together,Sia,20528724,5id3Rqn7SPj1LX4FfY4nGz,205208
1159,1160,62,4,eight(Prod.&Feat. SUGA of BTS),IU,4939593,0pYacDCZuRhcrwGUA5nTBe,167573
1160,1161,16,20,You should be sad,Halsey,15663384,7lidXGPXPYLNThITAOTlkK,205473
1161,1162,54,14,CITY OF ANGELS,24kGoldn,1276406,6ap9lSRJ0iLriGLqoJ44cq,112493
1162,1163,98,8,Astronomia,"Vicetone, Tony Igy",378114,3hWfKBt3n7j1xqIy6LA5ve,198095
1163,1164,7,15,After Hours,The Weeknd,35340069,2p8IUWQDrpjuFltbdgLOag,361027
1164,1165,51,5,BUTTERFLY EFFECT,Travis Scott,17732077,2cYqizR4lgvp4Qu6IQ3qGN,190557
1165,1166,74,22,Never Seen the Rain,Tones And I,1251372,1xUCDewhwnORlcFflAgml0,200742
1166,1167,120,7,Sigues Con El - Remix,"Arcangel, Sech, Romeo Santos",6671084,4Pu0a2TuHOYtI4CCE3HEXI,189567
1167,1168,197,1,ANGELS & DEMONS,jxdn,799682,3mkz6eI4Sram8UhO3teU76,160120
1168,1169,199,1,Confía,"Sech, Daddy Yankee",8766508,5kbps8unnGH4raN5WduZuq,202308
1169,1170,44,20,Muévelo,"Nicky Jam, Daddy Yankee",14831925,4VgYtXCVJ7IbWAZ5ryfvEQ,194892
1170,1171,105,1,All Bad (feat. Lil Uzi Vert),Future,10491105,021lWIHJrURZrmvYQ1xcM8,207739
1171,1172,12,3,Pain 1993 (with Playboi Carti),Drake,56327031,6Kj17Afjo1OKJYpf5VzCeo,149078
1172,1173,110,1,Trillionaire (feat. Youngboy Never Broke Again),Future,10491105,740kQ8xwSGloumdiKR5Cwz,167552
1173,1174,128,1,Go Stupid,"Polo G, Stunna 4 Vegas, NLE Choppa, Mike WiLL Made-It",4849204,4PklAHGXT5ityno3IA8SKd,165726
1174,1175,149,10,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,12981319,3tv697PZNnaQN0Mn2zGhS5,237517
1175,1176,173,1,Racks 2 Skinny,Migos,11692972,568OIKgeHyGRD3uWR44JbO,178025
1176,1177,179,1,Be Something (feat. Lil Baby),Polo G,4849204,65jw6GhwQW3Db55PxlPEpS,194118
1177,1178,82,2,BENDICIONES,Bad Bunny,36177712,2CoMYp2uIKsT09nreEZnZn,155060
1178,1179,126,9,PTSD,"G Herbo, Juice WRLD, Lil Uzi Vert, Chance the Rapper",1253138,1C8ux1YWLMHCenYJFiIV4Z,232065
1179,1180,196,1,Excitement,"Trippie Redd, PARTYNEXTDOOR",6434201,7FullO2NDkyvxLuxYVKINa,283285
1180,1181,131,21,Can We Kiss Forever?,"Kina, Adriana Proenza",661863,58wyJLv6yH1La9NIZPl3ne,187932
1181,1182,83,1,SI ELLA SALE,Bad Bunny,36177712,1zaDh3qaGSeSmulNyWlUxm,143240
1182,1183,116,1,RONCA FREESTYLE,Bad Bunny,36177712,3XZeOzJ9tqnu58YP6cqApI,150060
1183,1184,130,1,Zoo York (feat. Fivio Foreign & Pop Smoke),Lil Tjay,3559267,3Ddny34bFoYBb8dIGq5lwp,214825
1184,1185,131,1,EN CASITA,"Bad Bunny, Gabriela",36177712,2DhNdoHxavs7Qtf5MnhZD0,176440
1185,1186,71,2,Qué Maldición,"Banda MS de Sergio Lizárraga, Snoop Dogg",12140496,2RxC2peY3FtrurYmbbmanr,203360
1186,1187,69,2,Nicht verdient,"Capital Bra, Loredana",4093115,7v8OynJxOxHoeS5C2UA9Y7,176953
1187,1188,52,11,A Tu Merced,Bad Bunny,36177712,4r9jkMEnArtWGH2rL2FZl0,175918
1188,1189,49,2,Demons (feat. Fivio Foreign & Sosa Geek),Drake,56327031,05aZ9sAU1YXndHv0FMi9iW,204805
1189,1190,42,12,Moral of the Story,Ashe,644479,2nC3QhMI9reBIOWutbU3Tj,201084
1190,1191,177,1,Can I,Kehlani,4894562,0uDdI4fAXCuNhQbmxENdsO,167810
1191,1192,46,3,STARGAZING,Travis Scott,17732077,7wBJfHzpfI3032CSD7CE2m,270715
1192,1193,124,20,Eastside (with Halsey & Khalid),benny blanco,804613,0d2iYfpKoM0QCKvcLCkBao,173800
1193,1194,23,20,Suicidal,YNW Melly,6332535,4S2uhQE8L9V6p7rj7SiauJ,225857
1194,1195,39,20,How Do You Sleep?,Sam Smith,17097317,6b2RcmUt1g9N9mQ3CbjX2Y,202205
1195,1196,4,13,No Time To Die,Billie Eilish,47061119,73SpzrcaHk0RQPFP73vqVR,242265
1196,1197,46,1,D4L,"Future, Drake, Young Thug",56327031,5fHrHoJKfCgBd35zwIBmUK,189176
1197,1198,51,1,Time Flies,Drake,56327031,5H4mXWKcicuLKDn4Jy0sK7,192932
1198,1199,53,1,Desires (with Future),Drake,56327031,7eYAHC0RbBF9eaqWzT34Aq,237946
1199,1200,55,1,Not You Too (feat. Chris Brown),Drake,56327031,3Q4gttWQ6hxqWOa3tHoTNi,269680
1200,1201,67,1,Landed,Drake,56327031,3KixNgUEaDtrKJVzdqjU5q,152195
1201,1202,68,1,When To Say When,Drake,56327031,5TCBWmEBrin7etRa4Lswr1,223124
1202,1203,70,1,Deep Pockets,Drake,56327031,3IvMYBE7A3c7to1aEcfFJk,222929
1203,1204,73,1,War,Drake,56327031,1I55Ea0zVoSKs6MqW7DQ3i,180000
